budget,feasibility_rejections,full_evaluator_calls,hv_ratio,igd_plus,method,n_eval,proposal_count,recall,runtime,scale,seed,structural_rejections,workload
1000,713,1000,0.6987,0.08414,random,1000,1513,0.0,0.0128,S3,3,513,telemetry
1000,293,1000,0.9897,0.00448,nsga2,1000,1052,0.8065,0.187,S3,3,52,telemetry
1000,746,1000,0.7605,0.09875,random,1000,1447,0.0323,0.0124,S3,4,447,telemetry
1000,274,1000,0.9874,0.04145,nsga2,1000,1040,0.4839,0.1926,S3,4,40,telemetry
1000,747,1000,0.538,0.14828,random,1000,1443,0.0,0.0129,S3,5,443,telemetry
1000,308,1000,0.9993,0.00015,nsga2,1000,1055,0.9355,0.1807,S3,5,55,telemetry
1000,747,1000,0.8617,0.05134,random,1000,1521,0.0968,0.0127,S3,6,521,telemetry
1000,350,1000,0.9962,0.0081,nsga2,1000,1069,0.6129,0.1866,S3,6,69,telemetry
1000,726,1000,0.7702,0.12483,random,1000,1501,0.0323,0.0127,S3,7,501,telemetry
1000,256,1000,0.9879,0.04316,nsga2,1000,1095,0.4516,0.1934,S3,7,95,telemetry
1000,710,1000,0.7174,0.15859,random,1000,1454,0.0323,0.0138,S3,8,454,telemetry
1000,287,1000,0.9991,0.0006,nsga2,1000,1054,0.9032,0.2096,S3,8,54,telemetry
1000,720,1000,0.8163,0.10143,random,1000,1488,0.0323,0.0132,S3,9,488,telemetry
1000,344,1000,0.9444,0.0092,nsga2,1000,1132,0.7419,0.1937,S3,9,132,telemetry
1000,717,1000,0.6769,0.07872,random,1000,1505,0.0645,0.0128,S3,10,505,telemetry
1000,275,1000,0.1363,0.25852,nsga2,1000,1039,0.7419,0.2205,S3,10,39,telemetry
1000,716,1000,0.7433,0.16377,random,1000,1484,0.0,0.0141,S3,11,484,telemetry
1000,303,1000,0.9993,0.00042,nsga2,1000,1052,0.9032,0.2316,S3,11,52,telemetry
1000,727,1000,0.7564,0.10453,random,1000,1500,0.0,0.0133,S3,12,500,telemetry
1000,326,1000,0.9969,0.00893,nsga2,1000,1095,0.6774,0.2003,S3,12,95,telemetry
1000,728,1000,0.6612,0.14969,random,1000,1516,0.0,0.0132,S3,13,516,telemetry
1000,247,1000,0.9471,0.22557,nsga2,1000,1195,0.4194,0.328,S3,13,195,telemetry
1000,711,1000,0.5161,0.09583,random,1000,1498,0.0645,0.0123,S3,14,498,telemetry
1000,308,1000,0.9553,0.07113,nsga2,1000,1020,0.3548,0.2262,S3,14,20,telemetry
1000,743,1000,0.7058,0.08934,random,1000,1469,0.0645,0.0126,S3,15,469,telemetry
1000,283,1000,0.1363,0.25852,nsga2,1000,1051,0.7419,0.2099,S3,15,51,telemetry
1000,721,1000,0.5524,0.13138,random,1000,1477,0.0,0.0116,S3,16,477,telemetry
1000,317,1000,0.9993,0.00016,nsga2,1000,1055,0.9032,0.2479,S3,16,55,telemetry
1000,728,1000,0.6364,0.08158,random,1000,1468,0.0645,0.0127,S3,17,468,telemetry
1000,260,1000,0.1244,0.29982,nsga2,1000,1034,0.2903,0.2585,S3,17,34,telemetry
1000,726,1000,0.5963,0.15705,random,1000,1478,0.0,0.0145,S3,18,478,telemetry
1000,283,1000,0.9874,0.04145,nsga2,1000,1052,0.4839,0.1973,S3,18,52,telemetry
1000,747,1000,0.5711,0.22881,random,1000,1490,0.0,0.0138,S3,19,490,telemetry
1000,227,1000,0.9874,0.04252,nsga2,1000,1037,0.4839,0.2246,S3,19,37,telemetry
