budget,feasibility_rejections,full_evaluator_calls,hv_ratio,igd_plus,method,n_eval,proposal_count,recall,runtime,scale,seed,structural_rejections,workload
100,40,100,0.4571,0.23044,nsga2,100,124,0.0625,0.017,S2,9,24,sensing
100,81,100,0.443,0.3093,random,100,160,0.0,0.0012,S2,10,60,sensing
100,44,100,0.4673,0.183,nsga2,100,126,0.125,0.0161,S2,10,26,sensing
100,72,100,0.3421,0.38069,random,100,162,0.0,0.0013,S2,11,62,sensing
100,74,100,0.0166,0.7195,nsga2,100,121,0.0,0.0134,S2,11,21,sensing
100,76,100,0.3963,0.27603,random,100,147,0.0,0.0013,S2,12,47,sensing
100,70,100,0.8498,0.1058,nsga2,100,149,0.0625,0.0188,S2,12,49,sensing
100,77,100,0.5454,0.27648,random,100,158,0.0,0.0012,S2,13,58,sensing
100,45,100,0.3636,0.37691,nsga2,100,123,0.0,0.0141,S2,13,23,sensing
100,76,100,0.5432,0.14873,random,100,159,0.125,0.0012,S2,14,59,sensing
100,69,100,0.2347,0.28161,nsga2,100,128,0.125,0.0184,S2,14,28,sensing
100,75,100,0.4945,0.24968,random,100,146,0.0,0.0012,S2,15,46,sensing
100,67,100,0.365,0.38042,nsga2,100,155,0.0,0.022,S2,15,55,sensing
100,78,100,0.8366,0.17944,random,100,154,0.125,0.0012,S2,16,54,sensing
100,62,100,0.084,0.3504,nsga2,100,132,0.25,0.016,S2,16,32,sensing
100,78,100,0.0436,0.46859,random,100,147,0.0,0.0013,S2,17,47,sensing
100,58,100,0.2251,0.40529,nsga2,100,111,0.0,0.013,S2,17,11,sensing
100,73,100,0.7316,0.20796,random,100,141,0.0,0.0013,S2,18,41,sensing
100,70,100,0.8406,0.10292,nsga2,100,128,0.125,0.0164,S2,18,28,sensing
100,73,100,0.3323,0.42123,random,100,147,0.0,0.0013,S2,19,47,sensing
100,60,100,0.5268,0.27003,nsga2,100,125,0.0625,0.0156,S2,19,25,sensing
250,180,250,0.8442,0.11135,random,250,352,0.125,0.0033,S2,0,102,sensing
250,94,250,0.9936,0.02652,nsga2,250,318,0.6875,0.0595,S2,0,68,sensing
250,190,250,0.6853,0.18925,random,250,369,0.0,0.0031,S2,1,119,sensing
250,92,250,0.9221,0.05784,nsga2,250,306,0.125,0.0481,S2,1,56,sensing
250,193,250,0.8401,0.14374,random,250,397,0.125,0.0031,S2,2,147,sensing
250,91,250,0.8823,0.03814,nsga2,250,304,0.1875,0.0477,S2,2,54,sensing
250,198,250,0.4943,0.16048,random,250,383,0.0625,0.0033,S2,3,133,sensing
250,100,250,0.9199,0.03598,nsga2,250,307,0.3125,0.0477,S2,3,57,sensing
250,193,250,0.8504,0.12601,random,250,371,0.0625,0.0033,S2,4,121,sensing
250,97,250,0.0946,0.3253,nsga2,250,286,0.25,0.0586,S2,4,36,sensing
250,202,250,0.8322,0.09037,random,250,345,0.125,0.0031,S2,5,95,sensing
250,82,250,0.7281,0.06307,nsga2,250,311,0.4375,0.0578,S2,5,61,sensing
250,197,250,0.8396,0.16315,random,250,371,0.0,0.0032,S2,6,121,sensing
250,120,250,0.3895,0.19843,nsga2,250,298,0.1875,0.0465,S2,6,48,sensing
250,194,250,0.6943,0.09919,random,250,363,0.125,0.0032,S2,7,113,sensing
250,104,250,0.8835,0.03846,nsga2,250,303,0.375,0.0485,S2,7,53,sensing
250,189,250,0.6867,0.12807,random,250,341,0.0625,0.0024,S2,8,91,sensing
250,108,250,0.9673,0.03972,nsga2,250,300,0.25,0.0402,S2,8,50,sensing
250,194,250,0.5642,0.16859,random,250,371,0.0625,0.0026,S2,9,121,sensing
250,73,250,0.7144,0.08982,nsga2,250,284,0.3125,0.0371,S2,9,34,sensing
250,203,250,0.5933,0.18367,random,250,378,0.0625,0.0025,S2,10,128,sensing
250,90,250,0.8648,0.04191,nsga2,250,300,0.25,0.0406,S2,10,50,sensing
250,193,250,0.6998,0.17165,random,250,385,0.0,0.0026,S2,11,135,sensing
250,123,250,0.0423,0.47719,nsga2,250,274,0.1875,0.0353,S2,11,24,sensing
250,186,250,0.4468,0.26234,random,250,366,0.0,0.0026,S2,12,116,sensing
250,124,250,0.9366,0.03224,nsga2,250,333,0.5625,0.0493,S2,12,83,sensing
250,190,250,0.6386,0.1376,random,250,397,0.0,0.0025,S2,13,147,sensing
250,86,250,0.8606,0.16048,nsga2,250,296,0.0625,0.0372,S2,13,46,sensing
250,197,250,0.673,0.12674,random,250,380,0.125,0.0024,S2,14,130,sensing
250,124,250,0.4478,0.15955,nsga2,250,283,0.1875,0.0399,S2,14,33,sensing
250,191,250,0.571,0.12903,random,250,370,0.0625,0.0025,S2,15,120,sensing
250,112,250,0.779,0.10748,nsga2,250,337,0.125,0.047,S2,15,87,sensing
250,191,250,0.8711,0.08562,random,250,391,0.125,0.0024,S2,16,141,sensing
250,92,250,0.0909,0.33419,nsga2,250,294,0.5625,0.0638,S2,16,44,sensing
250,201,250,0.6085,0.16993,random,250,381,0.0,0.0032,S2,17,131,sensing
250,85,250,0.8862,0.06544,nsga2,250,293,0.25,0.0529,S2,17,43,sensing
250,183,250,0.7341,0.1683,random,250,359,0.0,0.0032,S2,18,109,sensing
250,127,250,0.9107,0.08084,nsga2,250,290,0.3125,0.0512,S2,18,40,sensing
250,192,250,0.3695,0.25058,random,250,377,0.0625,0.0035,S2,19,127,sensing
250,117,250,0.87,0.05981,nsga2,250,285,0.25,0.0439,S2,19,35,sensing
500,364,500,0.8734,0.06063,random,500,713,0.125,0.0067,S2,0,213,sensing
500,177,500,0.9968,0.01533,nsga2,500,612,0.875,0.1274,S2,0,112,sensing
500,380,500,0.8647,0.0676,random,500,784,0.0625,0.007,S2,1,284,sensing
500,155,500,1.0,0.0,nsga2,500,593,1.0,0.1247,S2,1,93,sensing
500,386,500,0.8487,0.07918,random,500,780,0.1875,0.0065,S2,2,280,sensing
500,169,500,0.941,0.01337,nsga2,500,574,0.625,0.1192,S2,2,74,sensing
500,403,500,0.4986,0.15889,random,500,754,0.0625,0.0048,S2,3,254,sensing
500,175,500,0.9841,0.00755,nsga2,500,591,0.75,0.103,S2,3,91,sensing
500,382,500,0.8748,0.12252,random,500,730,0.0625,0.0051,S2,4,230,sensing
500,153,500,0.0955,0.315,nsga2,500,569,0.6875,0.1182,S2,4,69,sensing
500,388,500,0.8602,0.08003,random,500,751,0.125,0.005,S2,5,251,sensing
500,138,500,0.9021,0.02193,nsga2,500,590,0.6875,0.1158,S2,5,90,sensing
500,388,500,0.8516,0.07551,random,500,735,0.0,0.0051,S2,6,235,sensing
500,200,500,0.8541,0.04486,nsga2,500,554,0.4375,0.0748,S2,6,54,sensing
500,388,500,0.7051,0.05995,random,500,736,0.25,0.0049,S2,7,236,sensing
500,178,500,0.9999,0.00173,nsga2,500,586,0.875,0.1056,S2,7,86,sensing
500,384,500,0.8034,0.07781,random,500,743,0.25,0.0053,S2,8,243,sensing
500,187,500,0.9995,0.00727,nsga2,500,592,0.75,0.091,S2,8,92,sensing
500,394,500,0.7988,0.08149,random,500,748,0.0625,0.005,S2,9,248,sensing
500,152,500,0.8752,0.03857,nsga2,500,539,0.4375,0.0846,S2,9,39,sensing
500,385,500,0.8041,0.11778,random,500,758,0.0625,0.0051,S2,10,258,sensing
500,167,500,0.9719,0.00718,nsga2,500,579,0.875,0.0908,S2,10,79,sensing
500,378,500,0.8664,0.07249,random,500,763,0.125,0.0054,S2,11,263,sensing
500,185,500,0.0656,0.38311,nsga2,500,524,0.3125,0.0918,S2,11,24,sensing
500,377,500,0.8021,0.10036,random,500,772,0.0,0.0056,S2,12,272,sensing
500,206,500,0.9999,0.00173,nsga2,500,642,0.875,0.1278,S2,12,142,sensing
500,392,500,0.77,0.08874,random,500,778,0.0,0.0053,S2,13,278,sensing
500,163,500,0.9829,0.12439,nsga2,500,575,0.4375,0.0996,S2,13,75,sensing
500,389,500,0.7015,0.09615,random,500,759,0.1875,0.0059,S2,14,259,sensing
500,232,500,0.874,0.0354,nsga2,500,538,0.375,0.1027,S2,14,38,sensing
500,388,500,0.7734,0.0756,random,500,763,0.1875,0.0054,S2,15,263,sensing
500,200,500,0.8966,0.04919,nsga2,500,628,0.375,0.1089,S2,15,128,sensing
500,388,500,0.8796,0.06526,random,500,758,0.125,0.0049,S2,16,258,sensing
500,138,500,0.0955,0.315,nsga2,500,568,0.6875,0.1737,S2,16,68,sensing
500,391,500,0.6983,0.15402,random,500,743,0.0,0.0068,S2,17,243,sensing
500,130,500,0.9015,0.02919,nsga2,500,575,0.4375,0.1473,S2,17,75,sensing
500,381,500,0.8228,0.11947,random,500,743,0.0,0.0068,S2,18,243,sensing
500,213,500,0.9814,0.02455,nsga2,500,591,0.6875,0.116,S2,18,91,sensing
500,397,500,0.5184,0.19786,random,500,760,0.0625,0.0067,S2,19,260,sensing
500,215,500,0.941,0.01337,nsga2,500,558,0.625,0.1178,S2,19,58,sensing
1000,755,1000,0.9319,0.04019,random,1000,1454,0.3125,0.0141,S2,0,454,sensing
1000,355,1000,1.0,0.0,nsga2,1000,1159,1.0,0.2876,S2,0,159,sensing
1000,754,1000,0.865,0.0659,random,1000,1546,0.125,0.0142,S2,1,546,sensing
1000,303,1000,1.0,0.0,nsga2,1000,1177,1.0,0.2915,S2,1,177,sensing
1000,765,1000,0.8621,0.05968,random,1000,1510,0.25,0.0133,S2,2,510,sensing
1000,362,1000,0.9999,0.00173,nsga2,1000,1159,0.875,0.3258,S2,2,159,sensing
1000,785,1000,0.8661,0.0627,random,1000,1533,0.125,0.0135,S2,3,533,sensing
1000,335,1000,0.9999,0.00173,nsga2,1000,1191,0.875,0.252,S2,3,191,sensing
1000,746,1000,0.9339,0.09666,random,1000,1480,0.1875,0.0119,S2,4,480,sensing
1000,260,1000,0.9021,0.02193,nsga2,1000,1132,0.6875,0.2902,S2,4,132,sensing
1000,782,1000,0.905,0.06223,random,1000,1492,0.125,0.0105,S2,5,492,sensing
1000,264,1000,0.9021,0.02193,nsga2,1000,1169,0.6875,0.2481,S2,5,169,sensing
1000,782,1000,0.854,0.0602,random,1000,1489,0.0625,0.011,S2,6,489,sensing
1000,389,1000,0.941,0.01337,nsga2,1000,1113,0.625,0.2612,S2,6,113,sensing
1000,770,1000,0.9169,0.02049,random,1000,1487,0.4375,0.0132,S2,7,487,sensing
1000,350,1000,0.9999,0.00173,nsga2,1000,1180,0.875,0.306,S2,7,180,sensing
1000,775,1000,0.8973,0.04403,random,1000,1468,0.25,0.0143,S2,8,468,sensing
1000,347,1000,1.0,0.0,nsga2,1000,1168,1.0,0.2622,S2,8,168,sensing
1000,782,1000,0.9444,0.02827,random,1000,1510,0.3125,0.0135,S2,9,510,sensing
1000,365,1000,0.964,0.01046,nsga2,1000,1066,0.6875,0.2517,S2,9,66,sensing
1000,775,1000,0.8478,0.06836,random,1000,1514,0.1875,0.0129,S2,10,514,sensing
1000,339,1000,1.0,0.0,nsga2,1000,1140,1.0,0.3212,S2,10,140,sensing
1000,763,1000,0.8687,0.05734,random,1000,1524,0.1875,0.0139,S2,11,524,sensing
1000,308,1000,0.0955,0.315,nsga2,1000,1043,0.6875,0.3165,S2,11,43,sensing
1000,762,1000,0.8444,0.08462,random,1000,1513,0.0625,0.0141,S2,12,513,sensing
1000,384,1000,0.9999,0.00173,nsga2,1000,1243,0.875,0.3611,S2,12,243,sensing
1000,773,1000,0.8718,0.07011,random,1000,1521,0.0625,0.0179,S2,13,521,sensing
1000,337,1000,0.9829,0.12439,nsga2,1000,1156,0.4375,0.3898,S2,13,156,sensing
1000,768,1000,0.8216,0.04545,random,1000,1502,0.375,0.0134,S2,14,502,sensing
1000,426,1000,0.9999,0.00173,nsga2,1000,1099,0.875,0.3176,S2,14,99,sensing
1000,763,1000,0.807,0.0671,random,1000,1520,0.1875,0.014,S2,15,520,sensing
1000,351,1000,0.9542,0.03759,nsga2,1000,1232,0.5,0.2454,S2,15,232,sensing
1000,774,1000,0.8818,0.06221,random,1000,1486,0.1875,0.011,S2,16,486,sensing
1000,236,1000,0.0955,0.315,nsga2,1000,1123,0.6875,0.2964,S2,16,123,sensing
1000,786,1000,0.7933,0.09495,random,1000,1488,0.0625,0.0109,S2,17,488,sensing
1000,234,1000,0.9015,0.02897,nsga2,1000,1147,0.5,0.2412,S2,17,147,sensing
1000,761,1000,0.843,0.04241,random,1000,1503,0.1875,0.011,S2,18,503,sensing
1000,364,1000,1.0,0.0,nsga2,1000,1190,1.0,0.2212,S2,18,190,sensing
1000,769,1000,0.8227,0.07108,random,1000,1514,0.25,0.0115,S2,19,514,sensing
1000,388,1000,0.9999,0.00173,nsga2,1000,1134,0.875,0.2216,S2,19,134,sensing
