budget,feasibility_rejections,full_evaluator_calls,hv_ratio,igd_plus,method,n_eval,proposal_count,recall,runtime,scale,seed,structural_rejections,workload
100,40,100,0.8936,0.0719,nsga2,100,143,0.16,0.0185,S2,12,43,control
100,52,100,0.7879,0.2029,random,100,158,0.0,0.0016,S2,13,58,control
100,46,100,0.3726,0.3999,nsga2,100,135,0.0,0.0188,S2,13,35,control
100,48,100,0.8917,0.0642,random,100,159,0.08,0.0015,S2,14,59,control
100,36,100,0.5501,0.24312,nsga2,100,122,0.0,0.0145,S2,14,22,control
100,48,100,0.5473,0.1944,random,100,146,0.0,0.0016,S2,15,46,control
100,38,100,0.6236,0.08041,nsga2,100,158,0.12,0.0197,S2,15,58,control
100,51,100,0.6511,0.20553,random,100,154,0.04,0.0015,S2,16,54,control
100,45,100,0.6808,0.09685,nsga2,100,122,0.0,0.0145,S2,16,22,control
100,49,100,0.6706,0.12177,random,100,147,0.0,0.0015,S2,17,47,control
100,39,100,0.7732,0.33363,nsga2,100,118,0.04,0.0161,S2,17,18,control
100,53,100,0.7047,0.13257,random,100,141,0.0,0.0015,S2,18,41,control
100,54,100,0.5769,0.20538,nsga2,100,129,0.08,0.0189,S2,18,29,control
100,45,100,0.5642,0.17096,random,100,147,0.0,0.0017,S2,19,47,control
100,30,100,0.6076,0.13717,nsga2,100,124,0.08,0.0149,S2,19,24,control
250,129,250,0.8256,0.1228,random,250,352,0.04,0.0042,S2,0,102,control
250,82,250,0.8318,0.05956,nsga2,250,288,0.12,0.0504,S2,0,38,control
250,134,250,0.7907,0.07811,random,250,369,0.12,0.0045,S2,1,119,control
250,62,250,0.9022,0.02816,nsga2,250,300,0.32,0.0425,S2,1,50,control
250,137,250,0.8735,0.09425,random,250,397,0.08,0.0036,S2,2,147,control
250,74,250,0.9519,0.01303,nsga2,250,287,0.4,0.0497,S2,2,37,control
250,142,250,0.8644,0.06395,random,250,383,0.12,0.0038,S2,3,133,control
250,59,250,0.9479,0.02108,nsga2,250,290,0.4,0.044,S2,3,40,control
250,143,250,0.7668,0.07928,random,250,371,0.08,0.0038,S2,4,121,control
250,53,250,0.8119,0.04315,nsga2,250,284,0.2,0.0509,S2,4,34,control
250,130,250,0.9022,0.05684,random,250,345,0.08,0.0039,S2,5,95,control
250,75,250,0.9662,0.01515,nsga2,250,301,0.28,0.0462,S2,5,51,control
250,143,250,0.7987,0.07523,random,250,371,0.04,0.0036,S2,6,121,control
250,47,250,0.8055,0.04242,nsga2,250,305,0.28,0.0471,S2,6,55,control
250,143,250,0.913,0.04078,random,250,363,0.12,0.0036,S2,7,113,control
250,61,250,0.965,0.01458,nsga2,250,301,0.52,0.0442,S2,7,51,control
250,131,250,0.7435,0.08668,random,250,341,0.08,0.0037,S2,8,91,control
250,48,250,0.8343,0.04321,nsga2,250,282,0.2,0.0437,S2,8,32,control
250,133,250,0.6561,0.14239,random,250,371,0.04,0.0037,S2,9,121,control
250,85,250,0.9369,0.03214,nsga2,250,287,0.24,0.04,S2,9,37,control
250,147,250,0.7263,0.11914,random,250,378,0.04,0.0032,S2,10,128,control
250,52,250,0.9397,0.02333,nsga2,250,282,0.4,0.0429,S2,10,32,control
250,138,250,0.6473,0.12878,random,250,385,0.0,0.0036,S2,11,135,control
250,74,250,0.8798,0.03203,nsga2,250,287,0.4,0.0393,S2,11,37,control
250,135,250,0.7619,0.1278,random,250,366,0.0,0.0037,S2,12,116,control
250,67,250,0.9871,0.0137,nsga2,250,304,0.72,0.0484,S2,12,54,control
250,133,250,0.873,0.05908,random,250,397,0.0,0.0039,S2,13,147,control
250,78,250,0.8149,0.08719,nsga2,250,302,0.12,0.0455,S2,13,52,control
250,139,250,0.9034,0.05696,random,250,380,0.08,0.0035,S2,14,130,control
250,63,250,0.8264,0.09721,nsga2,250,276,0.04,0.0435,S2,14,26,control
250,135,250,0.706,0.11254,random,250,370,0.04,0.0037,S2,15,120,control
250,57,250,0.8422,0.03321,nsga2,250,334,0.36,0.0496,S2,15,84,control
250,129,250,0.8151,0.09558,random,250,391,0.04,0.0036,S2,16,141,control
250,72,250,0.9527,0.02561,nsga2,250,281,0.36,0.034,S2,16,31,control
250,137,250,0.7939,0.10685,random,250,381,0.0,0.0038,S2,17,131,control
250,62,250,0.9262,0.04667,nsga2,250,292,0.2,0.0471,S2,17,42,control
250,127,250,0.73,0.09365,random,250,359,0.04,0.0039,S2,18,109,control
250,95,250,0.8121,0.06713,nsga2,250,297,0.2,0.0415,S2,18,47,control
250,131,250,0.6551,0.12329,random,250,377,0.0,0.0039,S2,19,127,control
250,51,250,0.9203,0.02592,nsga2,250,278,0.36,0.0386,S2,19,28,control
500,266,500,0.9101,0.06605,random,500,713,0.08,0.0087,S2,0,213,control
500,149,500,0.9481,0.02333,nsga2,500,564,0.44,0.1219,S2,0,64,control
500,265,500,0.8782,0.04808,random,500,784,0.16,0.0093,S2,1,284,control
500,120,500,0.9998,0.00056,nsga2,500,572,0.92,0.1131,S2,1,72,control
500,270,500,0.9059,0.05756,random,500,780,0.16,0.0079,S2,2,280,control
500,140,500,0.9957,0.00324,nsga2,500,563,0.72,0.1079,S2,2,63,control
500,276,500,0.8866,0.04635,random,500,754,0.2,0.0082,S2,3,254,control
500,127,500,0.999,0.00304,nsga2,500,555,0.8,0.107,S2,3,55,control
500,278,500,0.8207,0.05745,random,500,730,0.08,0.0082,S2,4,230,control
500,78,500,0.8875,0.02315,nsga2,500,570,0.48,0.1293,S2,4,70,control
500,266,500,0.918,0.03591,random,500,751,0.12,0.0079,S2,5,251,control
500,149,500,0.999,0.00159,nsga2,500,570,0.8,0.1088,S2,5,70,control
500,290,500,0.936,0.04388,random,500,735,0.08,0.0106,S2,6,235,control
500,68,500,0.8875,0.02309,nsga2,500,591,0.56,0.14,S2,6,91,control
500,281,500,0.9614,0.01854,random,500,736,0.32,0.0084,S2,7,236,control
500,136,500,0.9986,0.00304,nsga2,500,566,0.8,0.1168,S2,7,66,control
500,268,500,0.8533,0.05619,random,500,743,0.16,0.0089,S2,8,243,control
500,82,500,0.9624,0.00424,nsga2,500,559,0.8,0.1058,S2,8,59,control
500,273,500,0.7806,0.09153,random,500,748,0.12,0.0082,S2,9,248,control
500,147,500,0.9981,0.00447,nsga2,500,541,0.76,0.1007,S2,9,41,control
500,280,500,0.8318,0.07571,random,500,758,0.04,0.0082,S2,10,258,control
500,114,500,0.9995,0.00063,nsga2,500,547,0.88,0.102,S2,10,47,control
500,280,500,0.8245,0.08618,random,500,763,0.04,0.0094,S2,11,263,control
500,135,500,0.9992,7e-05,nsga2,500,537,0.96,0.0954,S2,11,37,control
500,250,500,0.9186,0.049,random,500,772,0.04,0.0088,S2,12,272,control
500,135,500,0.9998,0.00056,nsga2,500,579,0.92,0.1027,S2,12,79,control
500,280,500,0.8798,0.05613,random,500,778,0.0,0.008,S2,13,278,control
500,139,500,0.9136,0.03837,nsga2,500,570,0.24,0.1103,S2,13,70,control
500,277,500,0.9038,0.05696,random,500,759,0.08,0.0087,S2,14,259,control
500,115,500,0.9086,0.05516,nsga2,500,541,0.12,0.1067,S2,14,41,control
500,260,500,0.8676,0.05132,random,500,763,0.16,0.0088,S2,15,263,control
500,114,500,0.9135,0.01798,nsga2,500,608,0.68,0.1085,S2,15,108,control
500,281,500,0.8539,0.06426,random,500,758,0.04,0.0079,S2,16,258,control
500,137,500,0.9986,0.00156,nsga2,500,539,0.84,0.104,S2,16,39,control
500,275,500,0.8395,0.08897,random,500,743,0.0,0.0083,S2,17,243,control
500,129,500,0.9796,0.02809,nsga2,500,547,0.48,0.1044,S2,17,47,control
500,269,500,0.9114,0.04427,random,500,743,0.12,0.0072,S2,18,243,control
500,157,500,0.9332,0.01849,nsga2,500,567,0.52,0.0964,S2,18,67,control
500,276,500,0.799,0.07498,random,500,760,0.0,0.0073,S2,19,260,control
500,119,500,0.9941,0.00591,nsga2,500,549,0.76,0.0892,S2,19,49,control
1000,550,1000,0.9352,0.04344,random,1000,1454,0.2,0.0175,S2,0,454,control
1000,287,1000,0.9635,0.0055,nsga2,1000,1134,0.76,0.2434,S2,0,134,control
1000,546,1000,0.8941,0.03431,random,1000,1546,0.24,0.0162,S2,1,546,control
1000,255,1000,0.9998,0.00056,nsga2,1000,1123,0.96,0.1886,S2,1,123,control
1000,532,1000,0.9287,0.03159,random,1000,1510,0.28,0.0153,S2,2,510,control
1000,270,1000,1.0,0.0,nsga2,1000,1104,1.0,0.2157,S2,2,104,control
1000,535,1000,0.9378,0.03523,random,1000,1533,0.24,0.018,S2,3,533,control
1000,264,1000,0.9993,0.00296,nsga2,1000,1096,0.84,0.22,S2,3,96,control
1000,548,1000,0.9276,0.03572,random,1000,1480,0.16,0.0171,S2,4,480,control
1000,136,1000,0.8875,0.02315,nsga2,1000,1148,0.48,0.2662,S2,4,148,control
1000,551,1000,0.9187,0.0353,random,1000,1492,0.16,0.0149,S2,5,492,control
1000,305,1000,0.9998,0.00062,nsga2,1000,1114,0.88,0.2165,S2,5,114,control
1000,564,1000,0.9614,0.03897,random,1000,1489,0.12,0.017,S2,6,489,control
1000,114,1000,0.8875,0.02309,nsga2,1000,1131,0.56,0.2716,S2,6,131,control
1000,540,1000,0.9704,0.01696,random,1000,1487,0.4,0.0178,S2,7,487,control
1000,287,1000,0.9993,0.00296,nsga2,1000,1106,0.84,0.2474,S2,7,106,control
1000,534,1000,0.8986,0.03818,random,1000,1468,0.24,0.0193,S2,8,468,control
1000,210,1000,1.0,0.0,nsga2,1000,1092,1.0,0.2162,S2,8,92,control
1000,556,1000,0.8101,0.07186,random,1000,1510,0.28,0.0186,S2,9,510,control
1000,296,1000,0.9986,0.00304,nsga2,1000,1060,0.8,0.2272,S2,9,60,control
1000,568,1000,0.854,0.05776,random,1000,1514,0.12,0.0166,S2,10,514,control
1000,247,1000,0.9997,8e-05,nsga2,1000,1064,0.92,0.1944,S2,10,64,control
1000,553,1000,0.9009,0.03861,random,1000,1524,0.16,0.0185,S2,11,524,control
1000,285,1000,0.9992,7e-05,nsga2,1000,1037,0.96,0.1963,S2,11,37,control
1000,506,1000,0.9249,0.03759,random,1000,1513,0.12,0.0195,S2,12,513,control
1000,282,1000,1.0,0.0,nsga2,1000,1109,1.0,0.2034,S2,12,109,control
1000,553,1000,0.9219,0.04664,random,1000,1521,0.04,0.018,S2,13,521,control
1000,253,1000,0.9136,0.03832,nsga2,1000,1142,0.28,0.2446,S2,13,142,control
1000,556,1000,0.9422,0.03259,random,1000,1502,0.12,0.0148,S2,14,502,control
1000,237,1000,0.9904,0.02542,nsga2,1000,1090,0.6,0.2083,S2,14,90,control
1000,522,1000,0.8915,0.02654,random,1000,1520,0.24,0.0185,S2,15,520,control
1000,245,1000,0.9998,0.00056,nsga2,1000,1147,0.92,0.2121,S2,15,147,control
1000,571,1000,0.869,0.05243,random,1000,1486,0.12,0.0163,S2,16,486,control
1000,263,1000,0.999,0.00063,nsga2,1000,1043,0.88,0.2042,S2,16,43,control
1000,578,1000,0.9197,0.04023,random,1000,1488,0.12,0.0168,S2,17,488,control
1000,281,1000,0.9896,0.02495,nsga2,1000,1047,0.6,0.2247,S2,17,47,control
1000,555,1000,0.9231,0.03545,random,1000,1503,0.2,0.0174,S2,18,503,control
1000,294,1000,0.9999,0.00022,nsga2,1000,1107,0.96,0.1972,S2,18,107,control
1000,558,1000,0.9428,0.04748,random,1000,1514,0.16,0.0163,S2,19,514,control
1000,253,1000,1.0,0.0,nsga2,1000,1094,1.0,0.1888,S2,19,94,control
