L_analytical,design_idx,edge_cls,errors,key,kind,link_cls,mean,n,n_e,n_g,ok,p50,p95,p99,policy,rep_factor,repeat,wall,workload
0.08242786885245901,24,edge-low,0,sensing|24|2,pareto,fast,7.030579941685334,750,2,1,True,7.451617253,12.180097755,13.575695214,cloud-first,1,2,22.8,sensing
0.07669028436018957,25,edge-low,0,sensing|25|0,pareto,fast,3.7812138632346692,750,2,1,True,3.580931751,7.473658086,8.680849379,cloud-first,1,0,19.5,sensing
0.07669028436018957,25,edge-low,0,sensing|25|1,pareto,fast,2.7859150643186665,750,2,1,True,2.593389376,6.540876587,8.271608171,cloud-first,1,1,19.9,sensing
0.07669028436018957,25,edge-low,0,sensing|25|2,pareto,fast,0.16031331436266671,750,2,1,True,0.093517125,0.534869791,0.680334583,cloud-first,1,2,16.9,sensing
0.06742786885245902,26,edge-low,0,sensing|26|0,pareto,fast,0.05338813351333336,750,2,2,True,0.049887667,0.070695209,0.131496875,cloud-first,1,0,16.8,sensing
0.06742786885245902,26,edge-low,0,sensing|26|1,pareto,fast,0.0527540851586667,750,2,2,True,0.04978075,0.068982792,0.13196325,cloud-first,1,1,16.8,sensing
0.06742786885245902,26,edge-low,0,sensing|26|2,pareto,fast,0.05361048518533331,750,2,2,True,0.049844917,0.070182458,0.134245583,cloud-first,1,2,16.8,sensing
0.06169028436018957,27,edge-low,0,sensing|27|0,pareto,fast,0.05087311950800002,750,2,2,True,0.046264167,0.073099084,0.144843458,cloud-first,1,0,16.8,sensing
0.06169028436018957,27,edge-low,0,sensing|27|1,pareto,fast,0.051472699406666676,750,2,2,True,0.046922333,0.070519291,0.132522584,cloud-first,1,1,16.7,sensing
0.06169028436018957,27,edge-low,0,sensing|27|2,pareto,fast,0.06256588789733332,750,2,2,True,0.046654625,0.136794333,0.353913541,cloud-first,1,2,17.2,sensing
0.06696161498248998,28,edge-high,0,sensing|28|0,pareto,fast,0.057525368647999967,750,2,1,True,0.048133042,0.09270375,0.233537,balanced,1,0,16.8,sensing
0.06696161498248998,28,edge-high,0,sensing|28|1,pareto,fast,0.05019299623599997,750,2,1,True,0.045660334,0.0673005,0.150272584,balanced,1,1,16.7,sensing
0.06696161498248998,28,edge-high,0,sensing|28|2,pareto,fast,0.0500745367866666,750,2,1,True,0.047641125,0.057562917,0.129887916,balanced,1,2,16.6,sensing
0.06122403049022053,29,edge-high,0,sensing|29|0,pareto,fast,0.04772803475733333,750,2,1,True,0.042545542,0.081736125,0.147786292,balanced,1,0,17.0,sensing
