L_analytical,design_idx,edge_cls,errors,key,kind,link_cls,mean,n,n_e,n_g,ok,p50,p95,p99,policy,rep_factor,repeat,wall,workload
0.08696087259548368,29,edge-med,0,sensing|balanced|29|1,dominated,fast,0.09509994155599996,750,2,1,True,0.085879709,0.1493625,0.203187208,balanced,1,1,15.4,sensing
0.08696087259548368,29,edge-med,0,sensing|balanced|29|2,dominated,fast,0.09543029749466662,750,2,1,True,0.083135166,0.159486667,0.205710375,balanced,1,2,14.8,sensing
0.09381262626262625,30,edge-high,0,sensing|edge-first|30|0,dominated,fast,0.07711137127333327,750,2,1,True,0.067783875,0.133104167,0.16624125,edge-first,1,0,15.4,sensing
0.09381262626262625,30,edge-high,0,sensing|edge-first|30|1,dominated,fast,0.08719040574800006,750,2,1,True,0.069172875,0.177185334,0.289857916,edge-first,1,1,14.9,sensing
0.09381262626262625,30,edge-high,0,sensing|edge-first|30|2,dominated,fast,0.08167266518666667,750,2,1,True,0.06977525,0.146938292,0.198305001,edge-first,1,2,15.4,sensing
0.0948084661783714,31,edge-med,0,sensing|balanced|31|0,dominated,fast,0.10361079915999995,750,2,1,True,0.091106083,0.168941626,0.218983292,balanced,1,0,15.4,sensing
0.0948084661783714,31,edge-med,0,sensing|balanced|31|1,dominated,fast,0.1014074849933333,750,2,1,True,0.089761209,0.159198333,0.208479333,balanced,1,1,15.4,sensing
0.0948084661783714,31,edge-med,0,sensing|balanced|31|2,dominated,fast,0.09847664725999998,750,2,1,True,0.088935834,0.153009458,0.207740917,balanced,1,2,14.8,sensing
0.07480920856537768,32,edge-high,0,sensing|balanced|32|0,boundary,fast,0.08972151088000009,750,2,1,True,0.080391291,0.13900775,0.208588167,balanced,1,0,15.3,sensing
0.07480920856537768,32,edge-high,0,sensing|balanced|32|1,boundary,fast,0.09050713876533331,750,2,1,True,0.080727208,0.143941417,0.2193215,balanced,1,1,14.8,sensing
0.07480920856537768,32,edge-high,0,sensing|balanced|32|2,boundary,fast,0.09286958372933327,750,2,1,True,0.082645834,0.153198958,0.222776459,balanced,1,2,15.4,sensing
0.07669028436018957,33,edge-med,0,sensing|cloud-first|33|0,boundary,fast,0.1805753193653331,750,2,1,True,0.163630625,0.338272001,0.445343458,cloud-first,1,0,14.9,sensing
0.07669028436018957,33,edge-med,0,sensing|cloud-first|33|1,boundary,fast,0.2091701042386668,750,2,1,True,0.180926792,0.41400475,0.547275667,cloud-first,1,1,15.0,sensing
